employee_id,name,department,job_profile,job_level,grade,annual_salary,gender,minority_status,veteran,disability,age,age_group,hire_date,term_date,term_reason,term_category,manager_id,location,is_manager,highest_degree,tenure_years,exempt,grade_profile,time_in_job_years,leave_type,leave_start,leave_end,employee_type
E00390,Elliot Clark,Communications,Administrator,Senior Professional,11,95731.22,Male,Minority,No,No,65,60+,06/01/2012,,,,E00003,Remote,0,None,11.6,1,Market Premium,5.8,None,,,Regular
E00391,Alex Lee,Customer Service,VP,Professional,7,68309.44,Male,Non-Minority,No,No,25,Under 30,03/21/2023,,,,E00032,Remote,0,Masters,0.8,0,Technical,0.9,None,,,Regular
E00392,Riley Walker,Communications,Administrator,Entry,7,73864.18,Male,Minority,No,No,30,Under 30,05/27/2021,,,,E00038,Northeast,0,Masters,2.6,0,Technical,2.1,Military,08/11/2021,09/03/2021,Regular
E00393,Elliot Robinson,Legal,Coordinator,Entry,11,105173.76,Male,Non-Minority,No,No,37,30-39,04/22/2021,,,,E00039,Midwest,0,Masters,2.7,1,Market Premium,3.1,None,,,Regular
E00394,Parker Harris,Communications,VP,Entry,7,76255.15,Male,Non-Minority,No,No,54,50-59,02/27/2020,,,,E00009,Midwest,0,Doctorate,3.8,1,Market Premium,3.2,None,,,Regular
E00395,Logan Martinez,Sales,Senior Director,Entry,8,88908.98,Female,Minority,No,No,44,40-49,06/01/2022,,,,E00040,Southeast,0,Associates,1.6,1,Technical,1.4,None,,,Regular
E00396,Blake Thompson,Supply Chain,Manager,Professional,6,69372.37,Male,Minority,No,No,59,50-59,03/25/2017,,,,E00049,Remote,0,Masters,6.8,1,Technical,5.6,None,,,Regular
E00397,Rowan Brown,Engineering,Analyst I,Entry,11,94222.76,Male,Non-Minority,No,No,46,40-49,12/22/2021,,,,E00001,Southeast,0,None,2.0,0,Technical,0.6,None,,,Regular
E00398,Marley Johnson,Research,VP,Professional,9,83023.53,Male,Non-Minority,No,No,40,30-39,12/28/2015,04/15/2018,Involuntary - Performance,Involuntary,E00010,Southeast,0,Doctorate,8.0,1,Standard,3.4,None,,,Regular
E00399,Cameron Thompson,Human Resources,Senior Specialist,Director,13,118952.74,Female,Non-Minority,No,No,37,30-39,02/25/2020,,,,E00048,Remote,0,Bachelors,3.8,1,Technical,3.0,None,,,Regular
E00400,Alex Walker,Communications,Senior Associate,Entry,10,87350.34,Male,Minority,No,No,34,30-39,07/23/2018,05/25/2023,Voluntary - Return to School,Voluntary,E00004,Remote,0,Masters,5.4,0,Standard,5.4,Personal,02/15/2022,06/26/2022,Regular
E00401,Kendall Walker,Supply Chain,Associate,Professional,14,114843.65,Male,Non-Minority,No,No,40,30-39,03/14/2023,,,,E00013,West,0,Associates,0.8,0,Technical,0.6,None,,,Regular
E00402,Jamie Thompson,Legal,Senior Associate,Senior Professional,5,66766.19,Male,Minority,No,No,30,Under 30,11/24/2013,02/25/2020,Voluntary - Relocation,Voluntary,E00028,Southeast,1,Doctorate,10.1,1,Market Premium,0.6,None,,,Regular
E00403,Jordan Hall,Marketing,Consultant,Entry,10,92984.62,Male,Non-Minority,No,No,62,60+,06/17/2020,09/09/2022,Voluntary - New Opportunity,Voluntary,E00039,Remote,0,Bachelors,3.5,0,Market Premium,3.3,None,,,Regular
E00404,Drew Lee,Operations,Associate,Professional,6,70613.89,Male,Non-Minority,No,No,33,30-39,05/04/2022,,,,E00046,Remote,0,None,1.7,1,Technical,0.8,None,,,Regular
E00405,Blake Davis,Customer Service,Consultant,Senior Professional,11,107731.13,Male,Non-Minority,No,No,35,30-39,03/07/2022,,,,E00006,Midwest,0,Bachelors,1.8,1,Market Premium,1.0,None,,,Regular
E00406,Marley Hall,Customer Service,Senior Director,Senior Professional,12,103929.39,Female,Non-Minority,No,No,22,Under 30,11/13/2023,,,,E00036,Northeast,0,Bachelors,0.1,1,Market Premium,0.5,None,,,Regular
E00407,Charlie Anderson,IT,Senior Specialist,Professional,8,76724.32,Female,Non-Minority,No,No,29,Under 30,10/07/2023,,,,E00044,West,0,Bachelors,0.2,1,Technical,0.6,None,,,Regular
E00408,Peyton Lee,Customer Service,Manager,Senior Manager,15,134486.44,Female,Non-Minority,No,No,53,50-59,07/22/2010,,,,E00033,Northeast,0,Bachelors,13.4,0,Technical,3.1,None,,,Regular
E00409,Kendall Thompson,Human Resources,Senior Manager,Professional,6,72821.81,Female,Minority,No,No,22,Under 30,07/11/2021,,,,E00011,Northeast,0,Associates,2.5,0,Technical,2.1,None,,,Regular
E00410,Quinn Thompson,Risk Management,Administrator,Senior Professional,11,97586.76,Female,Minority,No,No,49,40-49,10/13/2014,,,,E00007,Northeast,0,Associates,9.2,0,Standard,4.7,None,,,Regular
E00411,Jordan Garcia,Finance,Coordinator,Professional,6,70679.08,Male,Non-Minority,No,No,38,30-39,06/10/2017,,,,E00005,Remote,0,None,6.6,1,Technical,5.9,None,,,Regular
E00412,Hayden Moore,Legal,Specialist,Professional,11,99932.72,Male,Non-Minority,No,No,23,Under 30,10/20/2015,,,,E00041,West,0,None,8.2,1,Technical,0.5,Family Care,09/17/2018,12/31/2018,Regular
E00413,Elliot Lee,Finance,Analyst II,Manager,11,97863.43,Female,Non-Minority,No,No,40,30-39,02/19/2023,,,,E00023,Midwest,0,Doctorate,0.9,1,Standard,0.8,None,,,Regular
E00414,Riley Thompson,Risk Management,Associate,Senior Professional,5,62332.0,Female,Non-Minority,No,No,30,Under 30,10/26/2019,08/02/2024,Voluntary - Return to School,Voluntary,E00031,West,0,Doctorate,4.2,1,Market Premium,4.5,None,,,Regular
E00415,Emery King,Engineering,Senior Manager,Entry,10,111690.27,Male,Non-Minority,No,No,31,30-39,03/26/2013,,,,E00001,Northeast,1,None,10.8,1,Standard,6.7,None,,,Regular
E00416,Sage Miller,Customer Service,VP,Professional,13,106792.64,Male,Minority,No,No,44,40-49,11/03/2018,,,,E00006,Southeast,0,Masters,5.2,1,Technical,4.9,None,,,Regular
E00417,Marley Rodriguez,Marketing,Associate,Entry,7,78847.65,Male,Minority,No,No,29,Under 30,03/12/2013,,,,E00040,Southeast,0,Doctorate,10.8,1,Standard,9.7,Medical,03/05/2023,04/27/2023,Regular
E00418,Morgan Miller,Research,VP,Manager,11,108332.7,Female,Non-Minority,No,No,59,50-59,04/30/2022,08/22/2023,Involuntary - Performance,Involuntary,E00017,West,0,Bachelors,1.7,1,Market Premium,0.7,None,,,Regular
E00419,Taylor Wright,Human Resources,Associate,Entry,9,88838.6,Male,Non-Minority,Yes,No,42,40-49,04/06/2015,,,,E00040,West,0,Masters,8.7,1,Market Premium,5.9,None,,,Regular
E00420,Reese White,Supply Chain,Specialist,Entry,14,124972.96,Female,Non-Minority,No,No,42,40-49,11/09/2016,,,,E00010,West,0,Associates,7.1,0,Standard,2.7,None,,,Regular
E00421,Marley Taylor,Supply Chain,Senior Analyst,Professional,11,123693.91,Male,Non-Minority,No,No,65,60+,12/20/2014,,,,E00018,Midwest,1,Masters,9.0,0,Market Premium,4.5,None,,,Regular
E00422,Cameron Harris,Product,Analyst II,Director,11,105487.95,Female,Minority,No,No,39,30-39,11/07/2016,,,,E00012,Southeast,0,Doctorate,7.1,0,Standard,2.4,None,,,Regular
E00423,Addison Lee,Supply Chain,Senior Director,Senior Manager,11,107544.25,Female,Minority,Yes,No,23,Under 30,09/19/2011,,,,E00002,Remote,0,Doctorate,12.3,1,Market Premium,10.0,None,,,Regular
E00424,Emery Wright,Finance,Senior Manager,Entry,13,118035.67,Female,Non-Minority,Yes,No,52,50-59,10/09/2014,,,,E00017,Southeast,0,Bachelors,9.2,1,Market Premium,2.6,None,,,Regular
E00425,Rowan Williams,Marketing,Senior Specialist,Director,17,132445.95,Female,Minority,No,No,45,40-49,03/24/2023,,,,E00033,Remote,0,None,0.8,1,Technical,0.7,None,,,Regular
E00426,Riley Garcia,Communications,Director,Manager,12,103497.32,Female,Non-Minority,No,No,58,50-59,10/10/2023,,,,E00029,Southeast,0,Masters,0.2,1,Market Premium,0.5,None,,,Regular
E00427,Blake Davis,Sales,Analyst I,Senior Professional,6,63695.38,Female,Non-Minority,No,No,64,60+,12/08/2020,,,,E00017,Southeast,0,Doctorate,3.1,1,Market Premium,1.7,None,,,Regular
E00428,Drew Brown,Finance,VP,Senior Professional,5,65378.8,Female,Non-Minority,No,No,55,50-59,03/13/2020,,,,E00042,Midwest,0,Bachelors,3.8,1,Technical,2.6,None,,,Regular
E00429,Cameron Wright,Legal,Administrator,Professional,11,97356.61,Female,Non-Minority,No,No,26,Under 30,11/25/2013,,,,E00038,Remote,0,Bachelors,10.1,1,Market Premium,10.3,Parental,07/01/2020,08/19/2020,Regular
E00430,Peyton Martin,Operations,Consultant,Professional,10,111496.13,Male,Minority,No,No,60,50-59,08/01/2021,,,,E00032,Northeast,1,Doctorate,2.4,1,Standard,1.6,None,,,Regular
E00431,Quinn Jones,Human Resources,Senior Analyst,Senior Professional,13,114561.89,Male,Non-Minority,No,No,32,30-39,02/28/2015,,,,E00018,Midwest,0,Doctorate,8.8,1,Technical,7.7,Military,08/01/2020,10/21/2020,Regular
E00432,Morgan Martin,Communications,Senior Director,Manager,15,148765.81,Male,Non-Minority,No,No,52,50-59,04/20/2019,,,,E00047,West,1,Associates,4.7,0,Technical,1.3,None,,,Regular
E00433,Reese Garcia,Finance,Senior Analyst,Entry,7,75032.35,Female,Non-Minority,No,No,62,60+,03/21/2019,12/17/2019,Voluntary - Retirement,Voluntary,E00037,Remote,0,None,4.8,1,Technical,1.2,None,,,Regular
E00434,Cameron Smith,Customer Service,Consultant,Senior Professional,11,105197.34,Female,Non-Minority,No,No,64,60+,09/24/2013,02/12/2017,Voluntary - Career Change,Voluntary,E00037,Midwest,0,None,10.3,1,Standard,5.1,Personal,04/15/2023,07/31/2023,Regular
E00435,Casey Allen,Marketing,Director,Manager,13,111886.4,Female,Non-Minority,No,No,33,30-39,10/20/2020,,,,E00039,Remote,0,Doctorate,3.2,1,Market Premium,1.0,Family Care,11/04/2021,04/16/2022,Regular
E00436,Hayden Thomas,IT,Senior Analyst,Professional,14,138803.68,Female,Minority,No,No,28,Under 30,03/03/2020,,,,E00015,Northeast,1,Associates,3.8,1,Technical,3.8,None,,,Regular
E00437,Morgan Garcia,Research,Manager,Senior Professional,11,104703.36,Female,Minority,No,No,61,60+,04/24/2021,,,,E00039,Remote,0,None,2.7,0,Technical,1.9,Medical,04/27/2019,07/13/2019,Regular
E00438,Emery Young,Product,Analyst I,Professional,7,79913.69,Male,Non-Minority,No,No,65,60+,02/03/2012,,,,E00039,West,0,Doctorate,11.9,1,Market Premium,4.9,None,,,Regular
E00439,Peyton Martin,Supply Chain,Coordinator,Manager,16,130389.71,Female,Non-Minority,Yes,No,46,40-49,12/22/2010,,,,E00015,Midwest,0,Doctorate,13.0,1,Technical,12.3,None,,,Regular
E00440,Avery Scott,Marketing,Administrator,Entry,9,100967.59,Female,Minority,No,No,27,Under 30,12/03/2022,07/05/2024,Voluntary - Return to School,Voluntary,E00050,Midwest,1,Doctorate,1.1,1,Technical,0.9,Family Care,02/14/2020,04/27/2020,Regular
E00441,Morgan Lee,Supply Chain,Analyst I,Senior Manager,10,99037.31,Female,Non-Minority,Yes,No,46,40-49,02/14/2010,,,,E00034,Southeast,0,Bachelors,13.9,0,Market Premium,5.5,Personal,09/26/2019,12/14/2019,Regular
E00442,Jamie King,Research,Senior Manager,Professional,14,122112.88,Female,Minority,No,No,49,40-49,07/23/2019,,,,E00017,Remote,0,Bachelors,4.4,1,Technical,1.7,None,,,Regular
E00443,Riley Taylor,Customer Service,Senior Manager,Senior Professional,13,112944.54,Female,Non-Minority,No,No,57,50-59,11/30/2018,09/09/2021,Voluntary - Return to School,Voluntary,E00031,West,0,Bachelors,5.1,1,Market Premium,3.4,None,,,Regular
E00444,Morgan Walker,Supply Chain,Associate,Senior Professional,7,72276.56,Male,Minority,Yes,No,50,40-49,12/06/2018,,,,E00043,Southeast,0,None,5.1,0,Standard,3.1,None,,,Regular
E00445,Logan Lewis,Communications,VP,Professional,13,102205.2,Female,Minority,No,No,25,Under 30,08/04/2017,,,,E00040,Southeast,0,Masters,6.4,1,Technical,0.5,None,,,Regular
E00446,Parker Williams,Risk Management,Analyst II,Entry,7,71138.83,Female,Non-Minority,No,No,38,30-39,01/17/2012,,,,E00039,Southeast,0,Bachelors,12.0,1,Standard,7.8,Family Care,04/24/2022,07/23/2022,Regular
E00447,Logan Harris,IT,Analyst I,Senior Professional,13,131320.72,Female,Minority,No,No,33,30-39,12/27/2018,,,,E00019,West,1,Masters,5.0,0,Standard,1.5,None,,,Regular
E00448,Rowan Lee,Sales,VP,Professional,5,58742.98,Male,Minority,No,No,36,30-39,08/15/2021,,,,E00039,Remote,0,Associates,2.4,0,Technical,0.6,None,,,Regular
E00449,Jamie Hall,Research,Senior Specialist,Senior Professional,5,68721.66,Male,Minority,No,No,44,40-49,05/14/2015,,,,E00006,West,0,Masters,8.6,1,Technical,2.2,Medical,03/04/2018,04/10/2018,Regular
E00450,Blake Young,Supply Chain,Senior Associate,Professional,13,109654.66,Female,Minority,No,No,36,30-39,07/17/2011,01/16/2013,Involuntary - Performance,Involuntary,E00023,Remote,0,Associates,12.5,0,Market Premium,12.1,Personal,01/20/2018,06/29/2018,Regular
E00451,Emery Williams,Marketing,Senior Manager,Entry,11,122142.29,Male,Minority,No,No,40,30-39,11/09/2015,,,,E00007,Midwest,1,None,8.1,1,Technical,8.2,Personal,10/21/2020,02/14/2021,Regular
E00452,Kendall Davis,Legal,Coordinator,Entry,14,113460.08,Male,Non-Minority,No,No,43,40-49,12/07/2019,,,,E00031,West,0,Masters,4.1,1,Technical,4.0,None,,,Regular
E00453,Hayden Clark,Human Resources,Coordinator,Entry,9,83875.04,Male,Non-Minority,No,No,36,30-39,10/23/2020,,,,E00005,Southeast,0,Bachelors,3.2,1,Market Premium,3.6,None,,,Regular
E00454,Taylor Thomas,Finance,Senior Director,Professional,9,92807.39,Male,Minority,No,No,43,40-49,08/02/2021,,,,E00019,Northeast,0,Doctorate,2.4,0,Standard,1.6,Medical,12/19/2021,05/27/2022,Regular
E00455,Sydney Lewis,IT,Consultant,Professional,9,81335.05,Male,Minority,Yes,No,34,30-39,11/26/2014,,,,E00012,West,0,Associates,9.1,0,Standard,7.2,None,,,Regular
E00456,Blake Jones,Sales,Coordinator,Senior Professional,8,78964.3,Female,Non-Minority,No,No,28,Under 30,12/15/2015,10/06/2018,Voluntary - Retirement,Voluntary,E00040,Northeast,0,None,8.0,1,Technical,8.1,None,,,Regular
E00457,Addison Thompson,IT,Analyst I,Manager,10,102723.66,Female,Minority,No,No,52,50-59,01/18/2021,,,,E00049,Midwest,1,Doctorate,3.0,1,Market Premium,2.0,None,,,Regular
E00458,Riley Hall,Risk Management,Consultant,Senior Professional,9,88049.92,Female,Minority,No,No,54,50-59,11/20/2022,,,,E00032,Midwest,0,Masters,1.1,1,Standard,1.3,None,,,Regular
E00459,Rowan Taylor,Product,Senior Specialist,Professional,13,118334.35,Female,Non-Minority,No,No,65,60+,11/16/2012,12/22/2013,Voluntary - Return to School,Voluntary,E00003,Southeast,0,Masters,11.1,1,Standard,8.3,None,,,Regular
E00460,Morgan Anderson,Finance,Specialist,Professional,8,88468.49,Male,Non-Minority,No,No,61,60+,04/26/2020,05/07/2024,Voluntary - New Opportunity,Voluntary,E00038,Midwest,0,Associates,3.7,1,Technical,1.5,Family Care,01/08/2021,03/18/2021,Regular
E00461,Riley Martin,IT,Senior Specialist,Senior Professional,10,103106.13,Male,Non-Minority,No,No,35,30-39,07/28/2020,,,,E00024,West,0,Bachelors,3.4,1,Market Premium,3.4,None,,,Regular
E00462,Skyler Davis,IT,Administrator,Entry,7,64057.92,Female,Non-Minority,No,No,28,Under 30,04/09/2016,10/26/2021,Voluntary - Career Change,Voluntary,E00037,Midwest,0,Associates,7.7,0,Technical,3.8,None,,,Regular
E00463,Casey Martin,Sales,Coordinator,Manager,12,101945.66,Female,Minority,No,No,22,Under 30,07/18/2018,,,,E00048,Southeast,0,Masters,5.5,1,Market Premium,1.2,None,,,Regular
E00464,Jamie Thompson,Customer Service,Administrator,Manager,15,136086.53,Male,Non-Minority,No,No,58,50-59,08/06/2021,,,,E00020,Northeast,1,Masters,2.4,1,Standard,2.2,Family Care,09/03/2018,10/06/2018,Regular
E00465,Marley Clark,Risk Management,Analyst II,Professional,9,93567.37,Male,Non-Minority,No,No,50,40-49,11/01/2014,,,,E00031,Midwest,0,Bachelors,9.2,1,Market Premium,3.8,None,,,Regular
E00466,Parker Brown,Communications,Specialist,Director,14,121852.54,Female,Non-Minority,No,Yes,65,60+,07/03/2022,,,,E00002,Remote,0,Associates,1.5,1,Technical,1.4,Parental,12/16/2019,03/22/2020,Regular
E00467,Rowan Martin,Operations,Coordinator,Senior Professional,10,98844.2,Male,Non-Minority,Yes,No,50,40-49,05/20/2016,,,,E00044,Northeast,0,Masters,7.6,0,Technical,2.7,None,,,Regular
E00468,Peyton Scott,Risk Management,Specialist,Professional,7,71488.65,Female,Non-Minority,No,No,48,40-49,04/01/2013,,,,E00041,Remote,0,Doctorate,10.8,1,Market Premium,9.7,None,,,Regular
E00469,Avery Anderson,Human Resources,Specialist,Senior Manager,12,115203.07,Male,Non-Minority,No,No,63,60+,08/08/2011,,,,E00022,Midwest,0,Bachelors,12.4,1,Technical,8.5,None,,,Regular
E00470,Reese Lee,Product,Manager,Senior Manager,15,121126.93,Female,Non-Minority,No,No,48,40-49,02/01/2016,,,,E00048,Southeast,0,Associates,7.9,1,Standard,1.5,None,,,Regular
E00471,Logan Walker,Research,Analyst II,Entry,9,87398.51,Male,Non-Minority,Yes,No,35,30-39,04/07/2015,,,,E00048,Southeast,0,Masters,8.7,1,Standard,1.3,None,,,Regular
E00472,Kendall Thomas,Customer Service,Senior Manager,Entry,5,76894.62,Female,Minority,Yes,No,27,Under 30,08/12/2020,,,,E00002,Northeast,1,Bachelors,3.4,1,Technical,1.0,None,,,Regular
E00473,Casey Jones,Sales,Senior Manager,Senior Professional,9,82062.15,Female,Minority,Yes,No,32,30-39,09/29/2018,09/15/2022,Voluntary - Retirement,Voluntary,E00041,Northeast,0,None,5.3,0,Technical,2.4,Family Care,08/25/2021,01/09/2022,Regular
E00474,Emery Jackson,Product,Senior Analyst,Professional,13,112559.54,Female,Non-Minority,No,No,56,50-59,09/05/2020,,,,E00018,Southeast,0,Doctorate,3.3,1,Technical,2.0,None,,,Regular
E00475,Finley Thompson,Legal,Associate,Senior Manager,14,119315.94,Female,Minority,No,No,27,Under 30,08/26/2022,,,,E00023,West,0,Bachelors,1.3,1,Market Premium,1.0,None,,,Regular
E00476,Rowan Young,Engineering,Coordinator,Manager,10,108281.71,Female,Minority,No,No,30,Under 30,06/29/2013,,,,E00001,Midwest,1,Bachelors,10.5,1,Market Premium,6.1,None,,,Regular
E00477,Alex Hall,Communications,Senior Specialist,Professional,12,108966.54,Male,Non-Minority,Yes,No,40,30-39,01/12/2021,,,,E00020,Remote,0,Associates,3.0,1,Standard,2.1,None,,,Regular
E00478,Logan Walker,Legal,Senior Director,Manager,13,111301.46,Male,Minority,No,No,46,40-49,03/25/2014,05/04/2019,Voluntary - Return to School,Voluntary,E00011,West,0,Associates,9.8,1,Market Premium,1.3,None,,,Regular
E00479,Skyler Rodriguez,Customer Service,Senior Associate,Entry,14,116120.28,Female,Non-Minority,No,No,63,60+,05/17/2015,,,,E00045,Remote,0,Bachelors,8.6,1,Market Premium,2.1,None,,,Regular
E00480,Morgan Clark,Marketing,Manager,Professional,7,75480.14,Female,Minority,No,Yes,61,60+,07/15/2011,,,,E00019,West,0,Bachelors,12.5,0,Technical,8.3,None,,,Regular
E00481,Jordan Thompson,Operations,Analyst I,Manager,10,109708.86,Female,Non-Minority,No,No,33,30-39,03/19/2014,,,,E00010,Northeast,1,Bachelors,9.8,1,Market Premium,1.7,None,,,Regular
E00482,Taylor Jones,Supply Chain,Analyst I,Professional,5,66107.79,Male,Non-Minority,No,No,53,50-59,11/01/2019,,,,E00015,Southeast,0,Bachelors,4.2,1,Market Premium,1.8,None,,,Regular
E00483,Peyton Johnson,Operations,Specialist,Entry,12,103105.81,Female,Non-Minority,No,No,27,Under 30,03/06/2021,,,,E00045,Southeast,0,None,2.8,1,Market Premium,2.7,None,,,Regular
E00484,Quinn Wright,Customer Service,Administrator,Professional,12,108159.21,Male,Non-Minority,No,No,38,30-39,08/08/2011,,,,E00012,West,0,None,12.4,1,Standard,12.6,None,,,Regular
E00485,Jordan Miller,Legal,Manager,Professional,12,97549.95,Female,Non-Minority,No,No,28,Under 30,08/02/2015,,,,E00048,Remote,0,Associates,8.4,0,Market Premium,3.8,Medical,07/02/2021,08/29/2021,Regular
E00486,Elliot Thompson,Marketing,Senior Manager,Entry,5,73993.63,Male,Non-Minority,No,No,29,Under 30,03/31/2017,,,,E00048,Midwest,0,Masters,6.8,0,Technical,2.5,None,,,Regular
E00487,Avery Clark,Finance,Senior Specialist,Professional,8,84689.79,Male,Non-Minority,No,No,42,40-49,01/31/2018,,,,E00008,Northeast,0,Associates,5.9,1,Market Premium,3.9,None,,,Regular
E00488,Jordan White,Communications,Coordinator,Senior Professional,8,82525.88,Male,Non-Minority,No,No,52,50-59,11/17/2018,,,,E00001,Remote,0,Associates,5.1,1,Market Premium,4.4,None,,,Regular
E00489,Elliot Hall,Human Resources,Senior Director,Senior Professional,14,116612.95,Female,Non-Minority,Yes,No,25,Under 30,07/31/2015,11/02/2017,Voluntary - Personal,Voluntary,E00022,Northeast,0,Bachelors,8.4,1,Technical,1.8,None,,,Regular
E00490,Finley Davis,Communications,Specialist,Professional,6,80233.3,Female,Non-Minority,No,No,57,50-59,01/11/2022,,,,E00009,Midwest,1,Masters,2.0,0,Technical,0.9,None,,,Regular
E00491,Charlie Johnson,Operations,Manager,Professional,7,86932.07,Female,Minority,No,No,50,40-49,06/22/2018,,,,E00017,Remote,1,Bachelors,5.5,1,Technical,4.3,None,,,Regular
E00492,Blake Anderson,IT,VP,Professional,7,70918.11,Female,Minority,Yes,No,51,50-59,04/04/2014,,,,E00035,Midwest,0,Doctorate,9.7,0,Technical,2.1,None,,,Regular
E00493,Marley Rodriguez,Marketing,Senior Manager,Entry,12,104520.61,Male,Non-Minority,No,No,45,40-49,11/30/2021,,,,E00019,West,0,None,2.1,1,Technical,1.6,None,,,Regular
E00494,Kendall Harris,Finance,Associate,Senior Professional,14,113548.96,Male,Non-Minority,No,No,42,40-49,02/28/2014,,,,E00024,Northeast,0,Doctorate,9.8,1,Market Premium,2.4,None,,,Regular
E00495,River Martinez,Communications,Specialist,Senior Professional,13,98726.87,Female,Non-Minority,No,No,48,40-49,02/27/2021,,,,E00010,Midwest,0,None,2.8,1,Standard,2.0,None,,,Regular
E00496,Quinn Brown,Finance,Manager,Senior Professional,7,79791.68,Male,Non-Minority,No,No,34,30-39,07/01/2011,,,,E00003,Northeast,0,None,12.5,1,Technical,8.5,Medical,05/11/2022,09/26/2022,Regular
E00497,Jamie Johnson,Customer Service,Specialist,Entry,14,123223.87,Male,Non-Minority,No,No,36,30-39,12/27/2020,,,,E00038,Remote,0,None,3.0,1,Standard,3.3,Military,05/04/2020,10/12/2020,Regular
E00498,Peyton Clark,Risk Management,Analyst I,Senior Professional,6,70530.84,Male,Minority,No,No,45,40-49,01/08/2021,,,,E00030,Remote,0,Masters,3.0,1,Market Premium,2.9,None,,,Regular
E00499,Rowan Johnson,Risk Management,VP,Senior Professional,14,125831.19,Female,Non-Minority,No,No,26,Under 30,04/23/2011,,,,E00018,Midwest,0,None,12.7,0,Standard,12.7,None,,,Regular
E00500,Hayden Miller,Human Resources,Associate,Entry,8,87477.47,Female,Minority,No,No,55,50-59,03/06/2012,,,,E00035,Southeast,0,Doctorate,11.8,1,Technical,11.7,None,,,Regular
